HotelID,Name Hotel,Location,Descriptions,Rating
4095,Khách Sạn Hưng Nguyên Valley ĐàLạt,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Vườn hoa Đà Lạt 1,3 km, Khách Sạn Hưng Nguyên Valley ĐàLạt cung cấp chỗ nghỉ với sảnh khách chung, chỗ đỗ xe riêng miễn phí và khu vườn. Khách sạn 3 sao này có dịch vụ tiền sảnh và bàn đặt tour. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại khách sạn đều có bàn làm việc, TV màn hình phẳng, phòng tắm riêng, ga trải giường, khăn tắm và sân hiên nhìn ra khu vườn. Tất cả khách nghỉ tại khách sạn có thể sử dụng WiFi miễn phí và một số phòng còn có ban công. Tất cả các phòng đều được trang bị tủ để quần áo và ấm đun nước. Khách Sạn Hưng Nguyên Valley ĐàLạt nằm trong bán kính 2,4 km từ Hồ Xuân Hương và 2,6 km từ Quảng trường Lâm Viên. Sân bay gần nhất là sân bay Liên Khương, cách đó 25 km, và khách sạn cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",8
4097,HD Group Hotel 2,Đà Lạt,"Khách sạn này cung cấp dịch vụ phòng, dịch vụ concierge và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ cũng có lễ tân 24 giờ, bếp chung và dịch vụ thu đổi ngoại tệ cho khách. Khách nghỉ tại khách sạn có thể thưởng thức bữa sáng kiểu Á. HD Group Hotel 2 cung cấp chỗ nghỉ 2 sao với phòng xông hơi khô và sân chơi cho trẻ em. Du khách nghỉ tại khách sạn có thể tham gia các hoạt động trong và xung quanh thành phố Đà Lạt, như đi bộ đường dài. HD Group Hotel 2 nằm trong bán kính 2 km từ Quảng trường Lâm Viên và 600 km từ Hồ Xuân Hương. Sân bay gần nhất là sân bay Liên Khương, cách đó 30 km, và khách sạn cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.1
4098,Thanh Nien Hotel - Vung Tau,Vũng Tàu,"Tọa lạc tại thành phố Vũng Tàu, cách Bãi Sau 350 m, Thanh Nien Hotel - Vung Tau cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, sảnh khách chung và khu vườn. Trong số các tiện nghi của chỗ nghỉ này có dịch vụ phòng, máy ATM và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ có lễ tân 24 giờ, bếp chung và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại khách sạn được trang bị ấm đun nước và két an toàn. Một số phòng có ban công trong khi các phòng còn lại nhìn ra biển. Thanh Nien Hotel - Vung Tau có sân chơi cho trẻ em. Đi bộ đường dài và đi xe đạp là các hoạt động được ưa chuộng trong khu vực trong khi du khách có thể thuê xe hơi tại chỗ nghỉ. Thanh Nien Hotel - Vung Tau nằm cách Bãi Dứa 1,4 km và Bãi Trước 1,6 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 109 km từ khách sạn, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.8
4099,Thien Tu Hotel,TP. Hồ Chí Minh,"Nằm tại Thành phố Hồ Chí Minh, cách Chợ ẩm thực đường phố Bến Thành 1,3 km, Thien Tu Hotel có tầm nhìn ra cảnh thành phố. Chỗ nghỉ cách trung tâm thương mại Takashimaya Việt Nam khoảng 1,7 km, Công viên Tao Đàn 1,9 km và Trụ sở UBND Thành phố Hồ Chí Minh 2,5 km. Các tiện nghi của chỗ nghỉ bao gồm dịch vụ lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Phòng nghỉ tại đây được trang bị máy điều hòa, TV màn hình phẳng với truyền hình cáp, tủ lạnh, ấm đun nước, bể sục, máy sấy tóc và bàn làm việc. Ngoài ra, phòng còn có phòng tắm riêng với vòi sen và đồ vệ sinh cá nhân miễn phí cùng tầm nhìn ra vườn. Phòng được bố trí khu vực ghế ngồi. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Bảo tàng Thành phố Hồ Chí Minh, Bảo tàng mỹ thuật và Chợ Bến Thành. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 7 km từ Thien Tu Hotel.",6.4
4100,Phu Quoc Ocean Pearl Hotel,Phú Quốc,"Tọa lạc tại thị trấn Dương Đông, trên hòn đảo lớn nhất của Việt Nam, Phu Quoc Ocean Pearl Hotel cung cấp các chỗ ở hiện đại và sang trọng trong bán kính chỉ 500 m từ quán Coco Bar nổi tiếng. Với khu vườn thư giãn để quý khách tận hưởng, nơi nghỉ này cũng có nhà hàng trong khuôn viên phục vụ một loạt món ăn. Một số chỗ nghỉ có tầm nhìn ra biển hoặc núi. Phu Quoc Ocean Pearl Hotel cung cấp Wi-Fi miễn phí trong toàn bộ khuôn viên. Nơi đây có lễ tân 24 giờ. Phu Quoc Ocean Pearl Hotel cách Chợ đêm Dinh Cậu nổi tiếng 10 phút đi bộ và Dinh Cậu 700 m. Sân bay gần nhất là Sân bay Quốc tế Phú Quốc, cách đó 10 phút lái xe.",6.6
4101,Hoian Central Hotel,Hội An,"Tọa lạc tại thành phố Hội An, cách Hội quán Triều Châu 200 m, Hoian Central Hotel cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, xe đạp cho khách sử dụng miễn phí và hồ bơi ngoài trời. Trong số nhiều tiện nghi của chỗ nghỉ này có quầy bar, sảnh khách chung và khu vườn. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ tiền sảnh và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ gắn máy điều hòa của khách sạn được bố trí bàn làm việc, ấm đun nước, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Tất cả các phòng đều được trang bị tủ để quần áo. Khách nghỉ tại Hoian Central Hotel có thể thưởng thức bữa sáng buffet hoặc bữa sáng kiểu Mỹ. Chỗ nghỉ có sân hiên. Hoian Central Hotel nằm cách Bảo tàng Lịch sử Hội An chưa đầy 1 km và Chùa Cầu Nhật Bản 11 phút đi bộ. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 29 km từ khách sạn, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.7
4102,Aurora Hotel Dalat,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Hồ Xuân Hương 2,3 km và Công viên Yersin 2,4 km, Aurora Hotel Dalat cung cấp chỗ nghỉ có sảnh khách chung, WiFi miễn phí cũng như chỗ đỗ xe riêng miễn phí cho khách lái xe. Chỗ nghỉ này nằm trong bán kính khoảng 2,6 km từ Quảng trường Lâm Viên, 4 km từ Vườn hoa Đà Lạt và 5 km từ Thiền viện Trúc Lâm. Chỗ nghỉ có lễ tân 24 giờ và có thể sắp xếp các tour du lịch cho khách. Phòng nghỉ tại khách sạn được trang bị bàn làm việc, TV màn hình phẳng, phòng tắm riêng, ga trải giường và khăn tắm. Tất cả các phòng đều có tủ để quần áo và ấm đun nước. Aurora Hotel Dalat nằm cách Hồ Tuyền Lâm 5 km và Núi Lang Bian 14 km. Sân bay gần nhất là sân bay Liên Khương, cách đó 27 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.2
4104,TTC Hotel - Michelia,Nha Trang,"Cách bãi biển vài bước chân, Michelia Hotel nằm ở trung tâm Thành phố Nha Trang và tận hưởng tầm nhìn tuyệt đẹp ra Biển Nha Trang. Ngoài 3 lựa chọn ăn uống, khách sạn còn có hồ bơi ngoài trời, Wi-Fi miễn phí và các dịch vụ spa thư giãn. Michelia Hotel chỉ cách Bảo tàng Alexandre Yersin 320 m và cách Chợ Đầm 650 m. Sân bay Quốc tế Cam Ranh cách đó 35 km. Chỗ đỗ xe được cung cấp miễn phí. Các phòng nghỉ tại đây có thiết kế hiện đại và cửa sổ lớn đón được nhiều ánh sáng tự nhiên. Mỗi phòng đều đi kèm TV màn hình phẳng, minibar và báo hàng ngày miễn phí. Phòng tắm riêng rộng rãi được trang bị bồn tắm. Để rèn luyện sức khỏe hiệu quả, du khách có thể đến trung tâm thể dục hoặc thuê xe đạp chạy vài vòng trên bãi biển. Các hoạt động thể thao dưới nước như lặn với ống thở và lặn biển cũng có thể được sắp xếp cho khách. Nhà hàng Goldfish Restaurant phục vụ các món ăn châu Á trong khi nhà hàng Red Tilapia Restaurant cung cấp những bữa tiệc tự chọn kiểu châu Á-phương Tây. Tiệm Cà phê với không gian thân mật là nơi quý khách có thể thưởng thức bữa sáng và đồ uống nóng.",6.7
4105,Du Homestay 1,TP. Hồ Chí Minh,"Phòng nghỉ tại đây có sàn lát gạch, bếp đầy đủ tiện nghi với tủ lạnh, TV truyền hình cáp màn hình phẳng và phòng tắm riêng đi kèm chậu rửa vệ sinh (bidet) cùng máy sấy tóc. Bếp nấu và ấm đun nước cũng được trang bị trong phòng. Các điểm tham quan nổi tiếng gần khách sạn căn hộ này bao gồm Trung tâm mua sắm Vincom, trung tâm thương mại Diamond Plaza và Nhà thờ Đức Bà Sài Gòn. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 7 km từ Du Homestay 1, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay miễn phí.",8
4106,Continent Apartment,Đà Nẵng,"Nằm cách Bãi biển Mỹ Khê chưa đầy 1 km, Continent Apartment có chỗ nghỉ với vườn, khu vực bãi biển riêng và lễ tân 24 giờ để tạo thuận tiện cho khách. Căn hộ cung cấp miễn phí cả WiFi lẫn chỗ đỗ xe riêng. Các căn tại đây có sân hiên, máy điều hòa, TV màn hình phẳng cũng như phòng tắm riêng đi kèm vòi sen và áo choàng tắm. Một số căn còn được bố trí khu vực bếp ăn với lò vi sóng, lò nướng và bếp nấu. Continent Apartment có dịch vụ cho thuê xe hơi. Chỗ nghỉ nằm gần các điểm tham quan nổi tiếng như Cầu Sông Hàn, Cầu khóa Tình yêu và Trung tâm thương mại Indochina Riverside. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 5 km từ Continent Apartment, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.4
4107,Pullman Phu Quoc Beach Resort,Phú Quốc,"Trong số nhiều tiện nghi của chỗ nghỉ này có quán bar, vườn và khu vực bãi biển riêng. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại resort có máy điều hòa, khu vực ghế ngồi, TV truyền hình cáp màn hình phẳng, két an toàn cũng như phòng tắm riêng đi kèm vòi sen, áo choàng tắm và dép. Các phòng nghỉ tại đây được trang bị ấm đun nước, trong khi các phòng được chọn lọc cũng có ban công và các phòng khác còn cho tầm nhìn ra khu vườn. Tại Pullman Phu Quoc Beach Resort, các phòng được trang bị khăn trải giường và khăn tắm. Chỗ nghỉ phục vụ bữa sáng kiểu lục địa hoặc bữa sáng buffet. Pullman Phu Quoc Beach Resort có sân chơi cho trẻ em. Chùa Sùng Hưng nằm trong bán kính 14 km từ resort trong khi công viên giải trí Vinpearl Land Phú Quốc cách đó 35 km. Sân bay gần nhất là sân bay quốc tế Phú Quốc, cách Pullman Phu Quoc Beach Resort 15 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay miễn phí.",6.8
4108,Hai Yen Hotel,Hội An,"Đặc trưng với một hồ bơi tự nhiên ngoài trời và bãi đậu xe riêng miễn phí, khách sạn Hải Yến Hotel cung cấp chỗ nghỉ bình dân với Wi-Fi miễn phí và TV màn hình phẳng. Khách sạn tọa lạc trung tâm ở Thị trấn cổ Hội An. Khách sạn Hải Yến cách bãi biển Cửa Đại nổi tiếng 2.5km. Các phòng lớn được điều hòa không khí tại Hải Yến được trang bị với một ban công riêng và các khu vực chỗ ngồi. Các phòng được trang bị một két an toàn, bình điện đun nước và và truyền hình vệ tinh. Phòng tắm riêng có một bồn tắm, vật dụng tắm và một máy sấy tóc. Các nhân viên có mặt tại quầy lễ tân 24 giờ một ngày và có thể giúp thu xếp việc đi lại. Khách có thể mua quà tặng tại cửa hàng đồ lưu niệm. Khách sạn Hải Yến cung cấp dịch vụ đưa đón và trao đổi tiền tệ. Các món ăn địa phương, món ăn nhẹ và đồ uống được cung cấp tại nhà hàng của khách sạn Hải Yến.",6.6
4109,CityHouse-Sonata Residence & Hotel,TP. Hồ Chí Minh,"Nằm cách Trung tâm Hội chợ & Triển lãm Sài Gòn 1,7 km, CityHouse-Sonata Residence & Hotel có chỗ nghỉ, nhà hàng, trung tâm thể dục, sảnh khách chung và vườn. Chỗ nghỉ này cung cấp WiFi miễn phí. Mỗi căn tại đây đều có phòng tắm riêng và vòi xịt/chậu rửa vệ sinh, máy điều hòa, TV màn hình phẳng cũng như minibar. Du khách được thoải mái sử dụng bể sục tại căn hộ.  CityHouse-Sonata Residence & Hotel có hồ bơi ngoài trời và sân hiên tắm nắng. Bến Nhà Rồng nằm cách chỗ nghỉ 5,1 km trong khi Bảo tàng Mỹ thuật cách đó 6,1 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, cách CityHouse-Sonata Residence & Hotel 19 km.",6.9
4110,Coast House Boutique Hotel,Nha Trang,"Tọa lạc tại thành phố Nha Trang, cách Bãi biển Hòn Chồng 250 m, Coast House Boutique Hotel cung cấp chỗ nghỉ với trung tâm thể dục, chỗ đỗ xe riêng miễn phí, quầy bar và sân hiên. Khách sạn 3 sao này có dịch vụ phòng, bàn đặt tour, lễ tân 24 giờ, dịch vụ đưa đón sân bay, bếp chung và WiFi miễn phí trong toàn bộ khuôn viên. Tất cả phòng nghỉ tại Coast House Boutique Hotel có máy điều hòa, khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng, két an toàn, ấm đun nước và phòng tắm riêng với vòi sen, dép cùng máy sấy tóc. Một số phòng được bố trí khu vực bếp ăn với lò vi sóng, lò nướng và bếp nấu. Mỗi phòng đều được trang bị ga trải giường và khăn tắm. Chỗ nghỉ nằm cách Bãi biển Nha Trang 2,6 km và Hòn Chồng chưa đầy 1 km. Sân bay gần nhất là sân bay quốc tế Cam Ranh, nằm trong bán kính 30 km từ Coast House Boutique Hotel.",7.5
4111,RedDoorz AHA Residence Hotel Dien Bien Phu,TP. Hồ Chí Minh,"Tọa lạc tại Thành phố Hồ Chí Minh, cách tòa nhà Landmark 81 khoảng 2,2 km, RedDoorz AHA Residence Hotel Dien Bien Phu cung cấp chỗ nghỉ với khu vườn và chỗ đỗ xe riêng. Khách sạn 3 sao này có WiFi miễn phí và bàn đặt tour. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ tiền sảnh và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại RedDoorz AHA Residence Hotel Dien Bien Phu đều có máy điều hòa, khu vực ghế ngồi, TV truyền hình cáp màn hình phẳng, két an toàn và phòng tắm riêng đi kèm vòi sen, dép cùng máy sấy tóc. Các phòng được trang bị ga trải giường và khăn tắm. Trung tâm thương mại Diamond Plaza nằm cách chỗ nghỉ 3,5 km trong khi Bưu điện Trung tâm Sài Gòn cách đó 3,8 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 13 km từ RedDoorz AHA Residence Hotel Dien Bien Phu.",6.3
4112,La Maison Des Délices,Đà Nẵng,"Căn hộ được trang bị TV và phòng tắm riêng với dép đi trong phòng, máy sấy tóc cùng vòi sen. Một số căn có khu vực ghế ngồi và/hoặc ban công. La Maison Des Délices có sân hiên. Du khách có thể thuê xe hơi tại chỗ nghỉ này. La Maison Des Délices nằm cách Bảo tàng Chăm 2,4 km và Trung tâm thương mại Indochina Riverside 3,7 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 2,7 km từ căn hộ.",8
